Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Channel RSSI,Adjusted Channel RSSI,RxLev,BSIC,C/I,HRTOA,Raw Messages,cellIdentity,mnc,mcc,LAC,C1,C2,Neighbor List,3G Neighbor List,EUTRA Neighbor List
9/22/2025,16:15:07:170,38.898717,-77.04667,27,6677,512,0,0,0,0,-99.61,-99.61,11,44,6.94,140,,,,,,,,,,
9/22/2025,16:15:07:170,38.89871,-77.04667,28,6678,512,0,0,0,0,-102.29,-102.29,8,44,10.2,140,,,,,,,,,,
9/22/2025,16:15:07:170,38.898703,-77.04667,29,6679,512,0,0,0,0,-99.69,-99.69,11,44,7.33,140,,,,,,,,,,
9/22/2025,16:15:07:544,38.898696,-77.04667,30,6680,512,0,0,0,0,-103.61,-103.61,7,44,0.08,138,59061A8900ABE60B1D5602086FE7341A400000FFB9000000(0002),,,,,,,688;584;732;514;690;585;734;967;689;687;810;515;731;513,,
9/22/2025,16:15:07:544,38.898691,-77.04667,31,6681,512,0,0,0,0,-102.97,-102.97,8,44,10.91,136,,,,,,,,,,
9/22/2025,16:15:07:544,38.898687,-77.04667,32,6682,512,0,0,0,0,-101.67,-101.67,9,44,7.99,140,,,,,,,,,,
9/22/2025,16:15:07:544,38.898682,-77.04667,33,6683,512,0,0,0,0,-103.33,-103.33,7,44,14.15,138,,,,,,,,,,
9/22/2025,16:15:07:544,38.898678,-77.04667,34,6684,512,0,0,0,0,-102.65,-102.65,8,44,10.2,138,,,,,,,,,,
9/22/2025,16:15:07:931,38.898673,-77.04667,35,6685,512,0,0,0,0,-100.56,-100.56,10,44,11.36,136,41061C130062B4326348B90000645182008000532B2B2B00(0040);49061B9CA5130062B432C8020A176348B900008000021B00(0020),40101,260,310,46130,1.440002,1.440002,,,
9/22/2025,16:15:07:931,38.898669,-77.04667,36,6686,512,0,0,0,0,-101.12,-101.12,9,44,12.1,136,,,,,,,,,,
9/22/2025,16:15:07:931,38.898664,-77.04667,37,6687,512,0,0,0,0,-99.32,-99.32,11,44,2.57,136,,,,,,,,,,
9/22/2025,16:15:07:931,38.898659,-77.04667,38,6688,512,0,0,0,0,-102.26,-102.26,8,44,6.73,136,,,,,,,,,,
9/22/2025,16:15:07:931,38.898655,-77.04667,39,6689,512,0,0,0,0,-98.75,-98.75,12,44,2.18,136,,,,,,,,,,
9/22/2025,16:15:08:292,38.89865,-77.04667,40,6690,512,0,0,0,0,-94.9,-94.9,16,44,6.97,140,,,,,,,,,,
9/22/2025,16:15:08:292,38.898646,-77.04667,41,6691,512,0,0,0,0,-99.25,-99.25,11,44,7.16,138,,,,,,,,,,
9/22/2025,16:15:08:293,38.898641,-77.04667,42,6692,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:08:293,38.898636,-77.04667,43,6693,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:08:293,38.898632,-77.04667,44,6694,512,0,0,0,0,-99.87,-99.87,11,44,10.6,140,,,,,,,,,,
9/22/2025,16:15:08:678,38.898627,-77.04667,45,6695,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:08:679,38.898622,-77.04667,46,6696,512,0,0,0,0,-104.18,-104.18,6,44,14.27,138,,,,,,,,,,
9/22/2025,16:15:08:679,38.898617,-77.04667,47,6697,512,0,0,0,0,-101.69,-101.69,9,44,8.02,138,,,,,,,,,,
9/22/2025,16:15:08:679,38.898613,-77.04667,48,6698,512,0,0,0,0,-102.24,-102.24,8,44,9.84,138,,,,,,,,,,
9/22/2025,16:15:08:679,38.898608,-77.04667,49,6699,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:09:043,38.898603,-77.04667,50,6700,512,0,0,0,0,-98.19,-98.19,12,44,4.7,136,,,,,,,,,,
9/22/2025,16:15:09:043,38.898598,-77.04667,51,6701,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:09:043,38.898593,-77.04667,52,6702,512,0,0,0,0,-100.87,-100.87,10,44,3.31,136,,,,,,,,,,
9/22/2025,16:15:09:044,38.898588,-77.04667,53,6703,512,0,0,0,0,-99.31,-99.31,11,44,8.29,136,,,,,,,,,,
9/22/2025,16:15:09:044,38.898583,-77.04667,54,6704,512,0,0,0,0,-98.58,-98.58,12,44,-3.13,138,,,,,,,,,,
9/22/2025,16:15:09:425,38.898578,-77.04667,55,6705,512,0,0,0,0,-94.31,-94.31,16,44,1.1,140,,,,,,,,,,
9/22/2025,16:15:09:426,38.898573,-77.04667,56,6706,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:09:426,38.898569,-77.04667,57,6707,512,0,0,0,0,-101.16,-101.16,9,44,5.52,138,,,,,,,,,,
9/22/2025,16:15:09:426,38.898564,-77.04667,58,6708,512,0,0,0,0,-93.36,-93.36,17,44,5.85,138,,,,,,,,,,
9/22/2025,16:15:09:426,38.898559,-77.04667,59,6709,512,0,0,0,0,-97.87,-97.87,13,44,3.76,138,,,,,,,,,,
9/22/2025,16:15:09:796,38.898554,-77.04667,60,6710,512,0,0,0,0,-102.52,-102.52,8,44,5.59,138,49061B9CA5130062B432C8020A176348B900008000021B00(0020),40101,260,310,46130,-0.5199966,-0.5199966,,,
9/22/2025,16:15:09:796,38.898547,-77.04667,61,6711,512,0,0,0,0,-99.91,-99.91,11,44,-2.07,138,,,,,,,,,,
9/22/2025,16:15:09:796,38.898541,-77.04667,62,6712,512,0,0,0,0,-96.86,-96.86,14,44,2.61,138,,,,,,,,,,
9/22/2025,16:15:09:797,38.898535,-77.04667,63,6713,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:09:797,38.898528,-77.04667,64,6714,512,0,0,0,0,-98.72,-98.72,12,44,3.55,140,,,,,,,,,,
9/22/2025,16:15:10:169,38.898522,-77.04667,65,6715,512,0,0,0,0,-98.38,-98.38,12,44,-2.63,136,5506198F000000000000000000000000000000B900006B00(0001),,,,,,,,,
9/22/2025,16:15:10:170,38.898515,-77.04667,66,6716,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:10:170,38.898509,-77.04667,67,6717,512,0,0,0,0,-101.06,-101.06,9,44,6.52,140,,,,,,,,,,
9/22/2025,16:15:10:170,38.898503,-77.04667,68,6718,512,0,0,0,0,-104.05,-104.05,6,44,5.88,136,,,,,,,,,,
9/22/2025,16:15:10:170,38.898496,-77.04667,69,6719,512,0,0,0,0,-105.98,-105.98,5,44,0.24,140,,,,,,,,,,
9/22/2025,16:15:10:547,38.89849,-77.04667,70,6720,512,0,0,0,0,-103.08,-103.08,7,44,6.67,140,49061B9CA5130062B432C8020A176348B900008000021B00(0020),40101,260,310,46130,-1.080002,-1.080002,,,
9/22/2025,16:15:10:548,38.898485,-77.04667,71,6721,512,0,0,0,0,-108.31,-108.31,2,44,3.53,138,,,,,,,,,,
9/22/2025,16:15:10:548,38.89848,-77.04667,72,6722,512,0,0,0,0,-103.22,-103.22,7,44,2.99,140,,,,,,,,,,
9/22/2025,16:15:10:548,38.898475,-77.04667,73,6723,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:10:548,38.89847,-77.04667,74,6724,512,0,0,0,0,-98.41,-98.41,12,44,5.75,136,,,,,,,,,,
9/22/2025,16:15:10:926,38.898465,-77.04667,75,6725,512,0,0,0,0,-94.94,-94.94,16,44,8.14,140,,,,,,,,,,
9/22/2025,16:15:10:926,38.89846,-77.04667,76,6726,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:10:926,38.898456,-77.04667,77,6727,512,0,0,0,0,-98.15,-98.15,12,44,3.11,140,,,,,,,,,,
9/22/2025,16:15:10:926,38.898451,-77.04667,78,6728,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:10:926,38.898446,-77.04667,79,6729,512,0,0,0,0,-96.49,-96.49,14,44,0,140,,,,,,,,,,
9/22/2025,16:15:11:295,38.898441,-77.04667,80,6730,512,0,0,0,0,-100.83,-100.83,10,44,10.54,136,,,,,,,,,,
9/22/2025,16:15:11:296,38.898436,-77.04667,81,6731,512,0,0,0,0,-98.08,-98.08,12,44,9.21,138,,,,,,,,,,
9/22/2025,16:15:11:296,38.898431,-77.04667,82,6732,512,0,0,0,0,-97.06,-97.06,13,44,7.88,136,,,,,,,,,,
9/22/2025,16:15:11:296,38.898426,-77.04667,83,6733,512,0,0,0,0,-97.93,-97.93,13,44,0.48,140,,,,,,,,,,
9/22/2025,16:15:11:296,38.898421,-77.04667,84,6734,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:11:670,38.898416,-77.04667,85,6735,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:11:671,38.898411,-77.04667,86,6736,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:11:671,38.898405,-77.04667,87,6737,512,0,0,0,0,-101.13,-101.13,9,44,7.23,140,,,,,,,,,,
9/22/2025,16:15:11:671,38.898399,-77.04667,88,6738,512,0,0,0,0,-99.68,-99.68,11,44,10.78,136,,,,,,,,,,
9/22/2025,16:15:11:671,38.898393,-77.04667,89,6739,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:12:039,38.898387,-77.04667,90,6740,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:12:426,38.898381,-77.04667,91,6741,512,0,0,0,0,-101.37,-101.37,9,44,1.72,136,49061B9CA5130062B432C8020A176348B900008000021B00(0020),40101,260,310,46130,0.6299973,0.6299973,,,
9/22/2025,16:15:12:427,38.898376,-77.04667,92,6742,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:12:427,38.89837,-77.04667,93,6743,512,0,0,0,0,-100.48,-100.48,10,44,13.47,138,,,,,,,,,,
9/22/2025,16:15:12:427,38.898364,-77.04667,94,6744,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:12:427,38.898358,-77.04667,95,6745,512,0,0,0,0,-105.12,-105.12,5,44,7.13,136,,,,,,,,,,
9/22/2025,16:15:12:799,38.898352,-77.04667,96,6746,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:12:799,38.898341,-77.04667,97,6747,512,0,0,0,0,-95.66,-95.66,15,44,10.97,140,,,,,,,,,,
9/22/2025,16:15:12:799,38.898329,-77.04667,98,6748,512,0,0,0,0,-105.22,-105.22,5,44,12.69,140,,,,,,,,,,
9/22/2025,16:15:12:799,38.898318,-77.04667,99,6749,512,0,0,0,0,-105.97,-105.97,5,44,7.67,136,,,,,,,,,,
9/22/2025,16:15:12:799,38.898306,-77.04667,100,6750,512,0,0,0,0,-100.21,-100.21,10,44,8.86,136,,,,,,,,,,
9/22/2025,16:15:13:171,38.898295,-77.04667,101,6751,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:13:549,38.898283,-77.04667,102,6752,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:13:549,38.898277,-77.04667,103,6753,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:13:550,38.898271,-77.04667,104,6754,512,0,0,0,0,-95.65,-95.65,15,44,1.22,140,,,,,,,,,,
9/22/2025,16:15:13:550,38.898265,-77.04667,105,6755,512,0,0,0,0,-90.55,-90.55,20,44,6.88,140,,,,,,,,,,
9/22/2025,16:15:13:550,38.898258,-77.04667,106,6756,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:13:918,38.898252,-77.04667,107,6757,512,0,0,0,0,-97.9,-97.9,13,44,4.43,136,,,,,,,,,,
9/22/2025,16:15:13:918,38.898246,-77.04667,108,6758,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:13:918,38.89824,-77.04667,109,6759,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:13:918,38.898233,-77.04667,110,6760,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:13:918,38.898227,-77.04667,111,6761,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:14:305,38.898221,-77.04667,112,6762,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:14:665,38.898215,-77.04667,113,6763,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:15:041,38.89819,-77.04667,114,6764,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:15:416,38.898166,-77.04667,115,6765,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:15:791,38.898141,-77.04667,116,6766,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:16:167,38.8981,-77.04667,117,6767,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:16:541,38.898059,-77.04667,118,6768,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:16:918,38.898048,-77.04667,119,6769,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:17:303,38.898037,-77.04667,120,6770,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:17:303,38.898025,-77.04667,121,6771,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:17:303,38.898014,-77.04667,122,6772,512,0,0,0,0,-91.56,-91.56,19,44,1.74,136,,,,,,,,,,
9/22/2025,16:15:17:303,38.898003,-77.04667,123,6773,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:17:303,38.897992,-77.04667,124,6774,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:17:493,38.897981,-77.04667,125,6775,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:17:946,38.897953,-77.04667,126,6776,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:18:321,38.897926,-77.04667,127,6777,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:18:696,38.897898,-77.04667,128,6778,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:18:696,38.897885,-77.046672,129,6779,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:18:696,38.897871,-77.046673,130,6780,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:18:696,38.897857,-77.046675,131,6781,512,0,0,0,0,-88.05,-88.05,22,44,1.81,140,,,,,,,,,,
9/22/2025,16:15:18:696,38.897843,-77.046676,132,6782,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:19:072,38.89783,-77.046678,133,6783,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:19:443,38.897816,-77.046679,134,6784,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:19:819,38.897804,-77.046679,135,6785,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:198,38.897792,-77.046679,136,6786,512,0,0,0,0,-87.45,-87.45,23,44,-1.77,136,,,,,,,,,,
9/22/2025,16:15:20:198,38.897781,-77.046679,137,6787,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:199,38.897769,-77.046679,138,6788,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:199,38.897757,-77.046679,139,6789,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:199,38.897745,-77.046679,140,6790,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:578,38.897733,-77.046679,141,6791,512,0,0,0,0,-93.57,-93.57,17,44,8.45,140,010600E0005847EB4A93F51A218A16AB2B2B2B2B2B2B2B00(0400),,,,,,,,,
9/22/2025,16:15:20:579,38.897728,-77.046679,142,6792,512,0,0,0,0,-99.78,-99.78,11,44,13.58,136,,,,,,,,,,
9/22/2025,16:15:20:579,38.897722,-77.046679,143,6793,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:579,38.897716,-77.046679,144,6794,512,0,0,0,0,-101.49,-101.49,9,44,9.94,136,,,,,,,,,,
9/22/2025,16:15:20:579,38.89771,-77.046679,145,6795,512,0,0,0,0,-93.11,-93.11,17,44,9.12,136,,,,,,,,,,
9/22/2025,16:15:20:955,38.897704,-77.046679,146,6796,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:955,38.897699,-77.046679,147,6797,512,0,0,0,0,-97.15,-97.15,13,44,0.6,140,,,,,,,,,,
9/22/2025,16:15:20:955,38.897693,-77.046679,148,6798,512,0,0,0,0,-105.55,-105.55,5,44,0.45,140,,,,,,,,,,
9/22/2025,16:15:20:956,38.897687,-77.046679,149,6799,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:20:956,38.897681,-77.046679,150,6800,512,0,0,0,0,-96.85,-96.85,14,44,1.13,140,,,,,,,,,,
9/22/2025,16:15:21:325,38.897675,-77.046679,151,6801,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:21:325,38.89767,-77.046679,152,6802,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:21:325,38.897664,-77.046679,153,6803,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:21:325,38.897658,-77.046679,154,6804,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:21:325,38.897652,-77.046679,155,6805,512,0,0,0,0,-99.38,-99.38,11,44,6.46,136,,,,,,,,,,
9/22/2025,16:15:21:702,38.897646,-77.046679,156,6806,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:076,38.897632,-77.046681,157,6807,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:076,38.897617,-77.046682,158,6808,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:076,38.897603,-77.046684,159,6809,512,0,0,0,0,-97.36,-97.36,13,44,8.57,140,,,,,,,,,,
9/22/2025,16:15:22:076,38.897588,-77.046685,160,6810,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:076,38.897574,-77.046687,161,6811,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:451,38.897559,-77.046688,162,6812,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:451,38.897553,-77.046688,163,6813,512,0,0,0,0,-100.82,-100.82,10,44,0.73,136,,,,,,,,,,
9/22/2025,16:15:22:451,38.897548,-77.046688,164,6814,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:451,38.897542,-77.046688,165,6815,512,0,0,0,0,-96.59,-96.59,14,44,5.15,136,,,,,,,,,,
9/22/2025,16:15:22:451,38.897536,-77.046688,166,6816,512,0,0,0,0,-99.53,-99.53,11,44,-2.84,136,,,,,,,,,,
9/22/2025,16:15:22:831,38.89753,-77.046688,167,6817,512,0,0,0,0,-101.87,-101.87,9,44,5.19,136,,,,,,,,,,
9/22/2025,16:15:22:831,38.897524,-77.046688,168,6818,512,0,0,0,0,-89.17,-89.17,21,44,5.37,136,,,,,,,,,,
9/22/2025,16:15:22:832,38.897519,-77.046688,169,6819,512,0,0,0,0,-95.12,-95.12,15,44,3.86,136,,,,,,,,,,
9/22/2025,16:15:22:832,38.897513,-77.046688,170,6820,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:22:832,38.897507,-77.046688,171,6821,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:23:200,38.897501,-77.046688,172,6822,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:23:200,38.897495,-77.046688,173,6823,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:23:200,38.89749,-77.046688,174,6824,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:23:201,38.897484,-77.046688,175,6825,512,0,0,0,0,-96.55,-96.55,14,44,2.4,140,,,,,,,,,,
9/22/2025,16:15:23:201,38.897478,-77.046688,176,6826,512,0,0,0,0,-95.04,-95.04,15,44,5.65,140,,,,,,,,,,
9/22/2025,16:15:23:576,38.897472,-77.046688,177,6827,512,0,0,0,0,-99.63,-99.63,11,44,6.61,136,59061A8900ABE60B1D5602086FE7341A400000FFB9000000(0002),,,,,,,688;584;732;514;690;585;734;967;689;687;810;515;731;513,,
9/22/2025,16:15:23:577,38.897465,-77.046688,178,6828,512,0,0,0,0,-86.68,-86.68,24,44,0.05,136,,,,,,,,,,
9/22/2025,16:15:23:577,38.897457,-77.046688,179,6829,512,0,0,0,0,-93.02,-93.02,17,44,-2.08,136,,,,,,,,,,
9/22/2025,16:15:23:578,38.89745,-77.046688,180,6830,512,0,0,0,0,-102.08,-102.08,8,44,6.76,136,,,,,,,,,,
9/22/2025,16:15:23:578,38.897442,-77.046688,181,6831,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:24:028,38.897435,-77.046688,182,6832,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:24:481,38.897427,-77.046688,183,6833,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:24:481,38.89742,-77.046688,184,6834,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:24:481,38.897412,-77.046688,185,6835,512,0,0,0,0,-98.13,-98.13,12,44,1.02,136,,,,,,,,,,
9/22/2025,16:15:24:481,38.897405,-77.046688,186,6836,512,0,0,0,0,-98.22,-98.22,12,44,12.1,136,,,,,,,,,,
9/22/2025,16:15:24:481,38.897397,-77.046688,187,6837,512,0,0,0,0,-105.79,-105.79,5,44,9.84,136,,,,,,,,,,
9/22/2025,16:15:24:861,38.89739,-77.046688,188,6838,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:24:861,38.897381,-77.046688,189,6839,512,0,0,0,0,-102.08,-102.08,8,44,2.16,136,,,,,,,,,,
9/22/2025,16:15:24:861,38.897372,-77.046688,190,6840,512,0,0,0,0,-99.02,-99.02,11,44,11.72,136,,,,,,,,,,
9/22/2025,16:15:24:862,38.897364,-77.046688,191,6841,512,0,0,0,0,-97.37,-97.37,13,44,-2.23,140,,,,,,,,,,
9/22/2025,16:15:24:862,38.897355,-77.046688,192,6842,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:25:237,38.897346,-77.046688,193,6843,512,0,0,0,0,-101.03,-101.03,9,44,11.03,136,,,,,,,,,,
9/22/2025,16:15:25:238,38.897337,-77.046688,194,6844,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:25:238,38.897329,-77.046688,195,6845,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:25:238,38.89732,-77.046688,196,6846,512,0,0,0,0,-94.94,-94.94,16,44,14.15,136,,,,,,,,,,
9/22/2025,16:15:25:238,38.897311,-77.046688,197,6847,512,0,0,0,0,-95.72,-95.72,15,44,11.72,136,,,,,,,,,,
9/22/2025,16:15:25:611,38.897303,-77.046688,198,6848,512,0,0,0,0,-95.09,-95.09,15,44,10.66,136,,,,,,,,,,
9/22/2025,16:15:25:612,38.897297,-77.046689,199,6849,512,0,0,0,0,-99.06,-99.06,11,44,7.36,136,,,,,,,,,,
9/22/2025,16:15:25:612,38.897292,-77.04669,200,6850,512,0,0,0,0,-95.56,-95.56,15,44,0.26,136,,,,,,,,,,
9/22/2025,16:15:25:612,38.897286,-77.04669,201,6851,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:25:612,38.897281,-77.046691,202,6852,512,0,0,0,0,-96.77,-96.77,14,44,9.21,136,,,,,,,,,,
9/22/2025,16:15:25:990,38.897275,-77.046691,203,6853,512,0,0,0,0,-102.55,-102.55,8,44,5.99,136,41061C130062B4326348B90000645182008000532B2B2B00(0040),,,,,,,,,
9/22/2025,16:15:25:990,38.89727,-77.046692,204,6854,512,0,0,0,0,-103.57,-103.57,7,44,6.07,136,,,,,,,,,,
9/22/2025,16:15:25:990,38.897264,-77.046693,205,6855,512,0,0,0,0,-101.47,-101.47,9,44,13.91,140,,,,,,,,,,
9/22/2025,16:15:25:990,38.897259,-77.046693,206,6856,512,0,0,0,0,-102.89,-102.89,8,44,11.03,140,,,,,,,,,,
9/22/2025,16:15:25:990,38.897253,-77.046694,207,6857,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:26:360,38.897248,-77.046694,208,6858,512,0,0,0,0,-100.89,-100.89,10,44,1.01,136,59061A8900ABE60B1D5602086FE7341A400000FFB9000000(0002),,,,,,,688;584;732;514;690;585;734;967;689;687;810;515;731;513,,
9/22/2025,16:15:26:360,38.897242,-77.046695,209,6859,512,0,0,0,0,-95.2,-95.2,15,44,2.99,136,,,,,,,,,,
9/22/2025,16:15:26:360,38.897237,-77.046696,210,6860,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:26:361,38.897231,-77.046696,211,6861,512,0,0,0,0,-93.33,-93.33,17,44,6.07,136,,,,,,,,,,
9/22/2025,16:15:26:361,38.897226,-77.046697,212,6862,512,0,0,0,0,-103.26,-103.26,7,44,5.78,136,,,,,,,,,,
9/22/2025,16:15:26:733,38.89722,-77.046698,213,6863,512,0,0,0,0,-104.38,-104.38,6,44,14.66,136,49061B9CA5130062B432C8020A176348B900008000021B00(0020),40101,260,310,46130,-2.379997,-2.379997,,,
9/22/2025,16:15:26:733,38.897214,-77.046698,214,6864,512,0,0,0,0,-99.57,-99.57,11,44,16.09,136,,,,,,,,,,
9/22/2025,16:15:26:733,38.897208,-77.046699,215,6865,512,0,0,0,0,-97.99,-97.99,13,44,10.97,136,,,,,,,,,,
9/22/2025,16:15:26:733,38.897203,-77.046699,216,6866,512,0,0,0,0,-96.92,-96.92,14,44,0.67,136,,,,,,,,,,
9/22/2025,16:15:26:735,38.897197,-77.0467,217,6867,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:27:112,38.897191,-77.046701,218,6868,512,0,0,0,0,-106.62,-106.62,4,44,17.12,140,5506198F000000000000000000000000000000B900006B00(0001),,,,,,,,,
9/22/2025,16:15:27:113,38.897185,-77.046701,219,6869,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:15:27:113,38.897179,-77.046702,220,6870,512,0,0,0,0,-104.27,-104.27,6,44,19.95,136,,,,,,,,,,
9/22/2025,16:15:27:113,38.897174,-77.046702,221,6871,512,0,0,0,0,-109.73,-109.73,1,44,14.53,136,,,,,,,,,,
9/22/2025,16:15:27:113,38.897168,-77.046703,222,6872,512,0,0,0,0,-97.3,-97.3,13,44,8.17,136,,,,,,,,,,
9/22/2025,16:15:27:484,38.897162,-77.046704,223,6873,512,0,0,0,0,-92.38,-92.38,18,44,18.17,136,49061B9CA5130062B432C8020A176348B900008000021B00(0020),40101,260,310,46130,9.620003,9.620003,,,
9/22/2025,16:15:27:485,38.897156,-77.046704,224,6874,512,0,0,0,0,-90.89,-90.89,20,44,19.15,136,,,,,,,,,,
9/22/2025,16:15:27:485,38.89715,-77.046705,225,6875,512,0,0,0,0,-95.33,-95.33,15,44,18.17,136,,,,,,,,,,
9/22/2025,16:15:27:485,38.897145,-77.046705,226,6876,512,0,0,0,0,-96.53,-96.53,14,44,14.27,136,,,,,,,,,,
9/22/2025,16:15:27:485,38.897139,-77.046706,227,6877,512,0,0,0,0,-90.98,-90.98,20,44,9.35,136,,,,,,,,,,
9/22/2025,16:15:27:860,38.897133,-77.046707,228,6878,512,0,0,0,0,-107.97,-107.97,3,44,5.65,136,41061C130062B4326348B90000645182008000532B2B2B00(0040),,,,,,,,,
9/22/2025,16:15:27:860,38.897124,-77.046707,229,6879,512,0,0,0,0,-103.39,-103.39,7,44,14.4,136,,,,,,,,,,
9/22/2025,16:15:27:860,38.897116,-77.046707,230,6880,512,0,0,0,0,-99.9,-99.9,11,44,12.43,136,,,,,,,,,,
9/22/2025,16:15:27:861,38.897107,-77.046707,231,6881,512,0,0,0,0,-100.87,-100.87,10,44,8.53,136,,,,,,,,,,
9/22/2025,16:15:27:861,38.897098,-77.046707,232,6882,512,0,0,0,0,-97.97,-97.97,13,44,11.03,136,,,,,,,,,,
9/22/2025,16:15:28:235,38.897089,-77.046707,233,6883,512,0,0,0,0,-96.66,-96.66,14,44,15.09,140,59061A8900ABE60B1D5602086FE7341A400000FFB9000000(0002),,,,,,,688;584;732;514;690;585;734;967;689;687;810;515;731;513,,
9/22/2025,16:15:28:235,38.897081,-77.046707,234,6884,512,0,0,0,0,-97.29,-97.29,13,44,17.88,136,,,,,,,,,,
